Company_ID,Account_Age_Months,Monthly_Recurring_Revenue,Active_Users,Support_Tickets_Last_Month,Days_Since_Last_Login,Contract_Type,Churn
CMP_2016,15,3295.533998052586,416,7,9,Two Year,0
CMP_2017,27,1590.5708088871609,226,0,26,Month-to-Month,0
CMP_2018,51,9444.56264770219,278,9,2,Two Year,0
CMP_2019,34,7949.958656470035,382,0,75,Two Year,0
CMP_2020,52,4892.7161806691365,248,2,81,Month-to-Month,1
CMP_2021,57,8717.144748594419,424,4,34,One Year,0
CMP_2022,38,2869.852940785707,421,13,19,One Year,0
CMP_2023,33,7312.645400485839,452,5,39,One Year,0
CMP_2024,24,8633.258740630563,158,3,82,Two Year,0
CMP_2025,15,3889.3027604210897,308,6,13,Month-to-Month,1
CMP_2026,30,7695.912231781818,428,6,5,One Year,0
CMP_2027,55,3303.187318010939,277,1,50,One Year,0
CMP_2028,42,3339.1427849607926,428,1,23,Month-to-Month,0
CMP_2029,51,1517.0431962647676,139,1,88,Two Year,0
CMP_2030,17,4680.551441839288,317,14,29,One Year,0
CMP_2031,5,7432.263111725511,12,13,72,Month-to-Month,1
CMP_2032,29,9432.097652927207,132,14,26,Month-to-Month,0
CMP_2033,4,6236.0714233264125,377,1,79,Month-to-Month,1
CMP_2034,10,8699.787608489522,60,12,57,One Year,1
CMP_2035,56,8313.699168257157,130,8,1,Two Year,0
CMP_2036,17,2146.759003265168,163,13,28,Month-to-Month,1
CMP_2037,10,5115.265574669999,63,4,62,Month-to-Month,1
CMP_2038,17,1610.773587491219,62,10,47,Month-to-Month,1
CMP_2039,20,6980.455034835532,144,7,78,One Year,1
CMP_2040,24,9524.04684833772,180,4,59,Two Year,0
CMP_2041,5,1802.3498517481867,419,12,31,One Year,1
CMP_2042,34,7471.889742624143,112,10,70,One Year,1
CMP_2043,6,6506.262433244679,215,4,49,One Year,0
CMP_2044,53,6044.247851576947,451,0,5,Month-to-Month,0
CMP_2045,2,4206.142229539222,78,5,31,One Year,0
CMP_2046,13,3873.7506536612195,171,3,37,One Year,0
CMP_2047,43,929.8672956794346,464,14,79,One Year,1
CMP_2048,43,2570.132728394128,408,2,15,Two Year,0
CMP_2049,48,644.1803817248556,361,5,52,One Year,0
CMP_2050,11,6023.462503029195,308,1,69,One Year,0
CMP_2051,51,1505.6057408401339,237,7,11,Two Year,0
CMP_2052,47,8793.684243282303,331,0,43,Two Year,0
CMP_2053,57,5469.85869662307,376,11,70,One Year,1
CMP_2054,23,7147.05413605773,186,8,23,Month-to-Month,1
CMP_2055,55,4403.142372484716,126,7,40,Month-to-Month,1
CMP_2056,16,5825.5081855099625,338,0,63,One Year,0
CMP_2057,31,9455.26218118299,207,9,2,Month-to-Month,0
CMP_2058,11,1285.9733764248722,459,11,79,Month-to-Month,1
CMP_2059,54,2912.4088332751135,33,14,87,Month-to-Month,1
CMP_2060,16,7909.889105650171,206,8,86,One Year,1
CMP_2061,8,1438.0034653853256,97,1,73,One Year,0
CMP_2062,4,1218.7804870890532,333,2,47,Month-to-Month,1
CMP_2063,40,3934.6432881633664,360,1,30,Month-to-Month,0
CMP_2064,4,1375.595605488107,180,12,16,One Year,0
CMP_2065,56,6058.24520095893,334,13,59,Month-to-Month,1
CMP_2066,25,2649.6148827576985,215,7,47,Month-to-Month,1
CMP_2067,3,9009.130650394038,188,1,30,One Year,0
CMP_2068,32,7943.250768029939,99,9,9,One Year,0
CMP_2069,3,7147.199457945024,277,1,65,Month-to-Month,1
CMP_2070,27,6360.968260152768,141,14,59,One Year,1
CMP_2071,29,8702.924438243901,241,0,64,Month-to-Month,1
CMP_2072,32,2619.0895846561903,357,6,8,One Year,0
CMP_2073,50,8794.534006260163,422,11,52,Month-to-Month,1
CMP_2074,58,8000.176835028497,433,1,18,Month-to-Month,0
CMP_2075,51,7607.527850683013,476,9,82,One Year,1
CMP_2076,19,5831.928941711779,269,4,58,One Year,0
CMP_2077,21,2839.319529220701,139,4,49,Month-to-Month,1
CMP_2078,5,4523.705201923015,148,2,32,Month-to-Month,1
CMP_2079,18,8038.921218118615,23,2,48,Two Year,0
CMP_2080,28,801.8956013945822,235,12,45,One Year,1
CMP_2081,42,7929.482308005704,138,11,54,Month-to-Month,1
CMP_2082,22,2780.6720346318816,118,2,85,One Year,0
CMP_2083,21,1870.9374068552288,143,5,46,Month-to-Month,1
CMP_2084,6,1599.1625227128704,129,13,31,One Year,1
CMP_2085,1,758.8751135327436,208,3,37,Month-to-Month,1
CMP_2086,5,5474.071609603802,65,12,16,Month-to-Month,1
CMP_2087,41,2573.46879059043,254,2,46,Month-to-Month,1
CMP_2088,12,9899.6017749065,302,1,46,Month-to-Month,1
CMP_2089,26,5957.149180785955,17,12,78,Month-to-Month,1
CMP_2090,46,1809.910058882099,400,2,88,Month-to-Month,1
CMP_2091,34,7043.24413770797,259,3,89,Month-to-Month,1
CMP_2092,49,9028.56388184239,89,5,61,Month-to-Month,1
CMP_2093,14,7579.2052060113365,462,3,46,One Year,0
CMP_2094,26,1226.1786798747528,24,7,51,Month-to-Month,1
CMP_2095,45,9010.899721330266,54,2,62,One Year,0
CMP_2096,27,8042.329165669666,168,11,35,Month-to-Month,1
CMP_2097,9,2003.8870510033364,96,2,81,Month-to-Month,1
CMP_2098,26,991.9659429617602,92,2,42,One Year,0
CMP_2099,57,5794.450465485931,73,7,45,Two Year,1
CMP_2100,47,1982.3402077297806,41,3,68,Month-to-Month,1
CMP_2101,57,8428.614049655083,257,0,75,Month-to-Month,1
CMP_2102,22,3904.1792383809006,256,1,47,One Year,0
CMP_2103,47,9172.478224997467,144,12,79,Two Year,1
CMP_2104,56,5874.037635339555,359,13,30,Two Year,0
CMP_2105,30,2235.387650276847,385,9,24,Month-to-Month,0
CMP_2106,43,1826.1892399181008,172,12,66,Month-to-Month,1
CMP_2107,48,5976.488156798662,58,12,43,One Year,1
CMP_2108,17,7737.894312693217,390,13,34,One Year,1
CMP_2109,26,7924.30365355073,182,1,23,One Year,0
CMP_2110,36,3119.695342192172,301,13,61,Two Year,1
CMP_2111,1,2440.344209665591,305,2,37,One Year,0
CMP_2112,8,659.1848926776329,363,5,13,Month-to-Month,0
CMP_2113,49,6952.391936411109,110,7,71,Month-to-Month,1
CMP_2114,35,1227.3984551186204,141,11,7,One Year,0
CMP_2115,52,4497.231416776295,194,0,42,Month-to-Month,1
CMP_2116,15,6215.980558173813,132,8,38,Month-to-Month,1
CMP_2117,47,9402.534976736932,346,0,52,Month-to-Month,1
CMP_2118,56,3462.120301079802,51,9,44,Month-to-Month,1
CMP_2119,22,2872.835543241938,9,1,64,Month-to-Month,1
CMP_2120,14,6714.521465717935,464,2,13,Two Year,0
CMP_2121,26,6382.770804509026,261,6,88,Month-to-Month,1
CMP_2122,28,3655.0429414271835,304,8,28,One Year,0
CMP_2123,23,9316.967437342972,154,2,82,Month-to-Month,1
CMP_2124,14,8526.192111151511,298,7,1,Month-to-Month,0
CMP_2125,24,2627.834185718271,247,14,43,Two Year,1
CMP_2126,2,2771.8541816279703,279,8,42,Two Year,1
CMP_2127,45,5366.853295427266,212,9,50,Month-to-Month,1
CMP_2128,26,7848.934966441843,419,6,60,One Year,1
CMP_2129,14,918.3836041904117,119,3,1,Month-to-Month,0
CMP_2130,59,7086.683960479713,199,3,51,Two Year,0
CMP_2131,56,6658.241025129922,347,3,16,Month-to-Month,0
CMP_2132,51,2699.0609111733884,174,5,39,Month-to-Month,1
CMP_2133,7,6972.853625792814,383,3,15,One Year,0
CMP_2134,3,9431.740316894784,86,4,33,Two Year,0
CMP_2135,47,944.4655272318009,158,8,87,Month-to-Month,1
CMP_2136,23,3536.694525274594,145,11,53,One Year,1
CMP_2137,46,4662.678808330375,318,6,17,Month-to-Month,0
CMP_2138,43,9042.97340978455,150,7,89,Two Year,1
CMP_2139,47,9641.483742786988,327,4,6,Month-to-Month,0
CMP_2140,45,4719.094841715157,126,4,31,Two Year,0
CMP_2141,18,7625.2699153508165,256,12,69,Month-to-Month,1
CMP_2142,58,5550.779725762588,347,10,40,Month-to-Month,1
CMP_2143,38,5608.937880043077,391,6,30,Two Year,0
CMP_2144,35,3141.945393130386,315,10,69,Two Year,1
CMP_2145,51,2561.084335706855,93,12,76,One Year,1
CMP_2146,15,3236.0507862783907,479,13,7,Month-to-Month,0
CMP_2147,25,5785.116068942253,62,11,13,One Year,0
CMP_2148,55,776.9742672098455,496,7,4,One Year,0
CMP_2149,37,9118.864971385856,67,8,50,One Year,1
CMP_2150,28,1984.6952407228741,351,14,3,One Year,0
CMP_2151,10,2590.8424302781723,312,13,12,Month-to-Month,1
CMP_2152,39,5423.6236762526405,491,1,65,One Year,0
CMP_2153,57,7246.090280204154,477,2,27,One Year,0
CMP_2154,17,1409.4260200717745,386,11,50,Month-to-Month,1
CMP_2155,39,3518.0996266980405,284,11,77,One Year,1
CMP_2156,22,9702.408752956393,76,1,17,One Year,0
CMP_2157,26,2992.258184418984,13,9,72,One Year,1
CMP_2158,44,3473.9763780998956,370,6,32,Month-to-Month,1
CMP_2159,25,8446.735660871318,425,11,84,One Year,1
CMP_2160,17,977.0371010593249,98,1,51,Month-to-Month,1
CMP_2161,13,4913.825103685223,377,11,17,One Year,0
CMP_2162,20,4106.359262290867,343,13,34,One Year,1
CMP_2163,25,3507.574219132186,441,14,35,One Year,1
CMP_2164,4,3214.146143425263,340,1,24,Month-to-Month,0
CMP_2165,10,1368.0539961738873,156,13,54,One Year,1
CMP_2166,3,3490.8453788406637,496,13,18,Two Year,0
CMP_2167,41,908.9978257988514,409,1,50,Month-to-Month,1
CMP_2168,45,7919.156704622135,360,14,46,Two Year,1
CMP_2169,18,4283.164042601111,44,11,48,One Year,1
CMP_2170,47,4717.08640703916,363,12,33,One Year,1
CMP_2171,36,8989.14857127625,499,3,87,Month-to-Month,1
CMP_2172,47,6751.522346681597,66,0,89,Month-to-Month,1
CMP_2173,22,576.561481750138,258,1,27,Two Year,0
CMP_2174,34,9460.160818132206,458,2,1,Month-to-Month,0
CMP_2175,47,2752.8724267882567,73,6,85,Month-to-Month,1
CMP_2176,8,1522.334755218659,402,9,59,One Year,1
CMP_2177,40,7797.217694618381,249,0,10,Month-to-Month,0
CMP_2178,49,5254.534500733823,369,5,25,One Year,0
CMP_2179,44,4620.820377171167,174,2,84,One Year,0
CMP_2180,19,2870.2792569860467,182,2,57,Two Year,0
CMP_2181,42,5700.9791536920275,193,3,66,One Year,0
CMP_2182,41,3106.653749424581,264,12,15,Month-to-Month,1
CMP_2183,37,9065.038550227142,76,3,28,Month-to-Month,0
CMP_2184,6,2544.4425574653314,476,6,13,One Year,0
CMP_2185,52,8901.373929329658,463,2,14,Month-to-Month,0
CMP_2186,26,5814.351544409891,21,7,66,Two Year,1
CMP_2187,34,8370.63727200479,374,7,34,One Year,1
CMP_2188,59,7272.036960679073,345,10,25,Month-to-Month,0
CMP_2189,56,7118.603558649112,61,12,54,Two Year,1
CMP_2190,59,3581.285173103029,222,6,79,Month-to-Month,1
CMP_2191,45,2722.020848985933,111,1,12,Month-to-Month,0
CMP_2192,6,2503.419162967487,308,4,9,One Year,0
CMP_2193,37,8643.320742066091,432,5,31,Two Year,0
CMP_2194,57,8294.05479246069,177,11,78,One Year,1
CMP_2195,33,4685.44851611692,223,9,53,Month-to-Month,1
CMP_2196,53,1757.8438282163188,468,3,43,Month-to-Month,1
CMP_2197,22,4131.396393785855,251,12,38,Month-to-Month,1
CMP_2198,21,6383.762814300658,222,9,42,Month-to-Month,1
CMP_2199,6,4816.829967559552,377,4,72,Month-to-Month,1
CMP_2200,6,7911.7980505884525,421,13,48,One Year,1
CMP_2201,55,9977.416811388162,35,8,67,Two Year,1
CMP_2202,48,2315.7548402645198,372,10,66,Month-to-Month,1
CMP_2203,4,4866.6827867659385,51,6,16,Month-to-Month,1
CMP_2204,30,4594.347068247809,138,1,83,Two Year,0
CMP_2205,11,3392.6790611150327,112,10,16,One Year,0
CMP_2206,30,2381.907408842751,76,0,31,Two Year,0
CMP_2207,31,1124.0751066517628,331,1,58,Month-to-Month,1
CMP_2208,24,8927.633513625135,422,2,28,Month-to-Month,0
CMP_2209,55,4488.562628020018,112,10,4,One Year,0
CMP_2210,9,5220.507425750464,313,1,10,One Year,0
CMP_2211,55,9210.9494579087,402,10,51,Month-to-Month,1
CMP_2212,3,7874.759536401504,276,2,18,One Year,0
CMP_2213,51,1739.76200911325,175,9,47,Month-to-Month,1
CMP_2214,31,5871.4896922735525,120,14,32,Month-to-Month,1
CMP_2215,40,4701.396626935812,333,10,30,One Year,0
CMP_2216,37,8073.505189498246,78,10,36,Month-to-Month,1
CMP_2217,36,7380.209202313517,260,14,9,One Year,0
CMP_2218,24,7058.854358155184,85,11,36,Month-to-Month,1
CMP_2219,31,3735.1759370590203,272,13,29,Month-to-Month,0
CMP_2220,6,8147.155438792918,132,11,16,Month-to-Month,1
CMP_2221,2,997.7173081511817,330,8,21,Month-to-Month,1
CMP_2222,20,2016.4365636055886,407,3,64,Month-to-Month,1
CMP_2223,28,3688.4210932901615,239,11,66,One Year,1
CMP_2224,11,1229.6706901581722,45,8,59,Two Year,1
CMP_2225,4,2732.44563657957,185,10,28,Month-to-Month,0
CMP_2226,15,8386.434338480223,161,2,55,Month-to-Month,1
CMP_2227,6,9508.389609005753,458,11,31,Two Year,1
CMP_2228,54,3393.72237985481,63,0,33,Month-to-Month,1
CMP_2229,49,3012.9001378939633,349,10,87,Month-to-Month,1
CMP_2230,30,3158.9801963410555,253,4,60,Month-to-Month,1
CMP_2231,56,3138.3313298330163,196,9,41,One Year,1
CMP_2232,38,841.3367307667434,28,9,81,Month-to-Month,1
CMP_2233,51,9305.705290145526,477,13,46,One Year,1
CMP_2234,57,2530.13234491812,404,1,49,Month-to-Month,1
CMP_2235,2,4490.038703773347,440,3,65,Month-to-Month,1
CMP_2236,15,592.0253860391936,84,1,42,Month-to-Month,1
CMP_2237,11,8650.573363693044,138,1,23,One Year,0
CMP_2238,8,7445.994772321714,425,12,27,One Year,0
CMP_2239,26,9494.18233415018,217,2,89,Month-to-Month,1
CMP_2240,51,7925.347052365792,392,4,32,Month-to-Month,1
CMP_2241,45,3480.21186449462,486,3,83,One Year,0
CMP_2242,44,2854.7969079200248,352,1,88,Two Year,0
CMP_2243,5,7128.304921756283,170,14,3,Month-to-Month,1
CMP_2244,6,3959.0713625997446,429,10,60,One Year,1
CMP_2245,26,5879.042649649858,352,13,76,Month-to-Month,1
CMP_2246,54,559.4459747514671,341,13,79,Month-to-Month,1
CMP_2247,4,1087.9141659645147,402,9,17,Month-to-Month,0
CMP_2248,19,5585.995441225687,75,1,32,One Year,0
CMP_2249,20,5877.680641257569,218,13,7,Month-to-Month,1
CMP_2250,33,7638.802972363765,439,5,83,Two Year,0
CMP_2251,20,1753.6705364276365,69,6,71,One Year,1
CMP_2252,49,5375.239295689398,225,11,69,Two Year,1
CMP_2253,12,2347.2526221010417,312,9,58,Month-to-Month,1
CMP_2254,47,1385.3631358455996,483,5,40,Month-to-Month,1
CMP_2255,1,4399.710043575269,290,6,85,Two Year,1
CMP_2256,26,2051.6981568460437,189,0,48,One Year,0
CMP_2257,14,2606.928792827027,211,5,51,Two Year,0
CMP_2258,38,3516.7685087602667,470,10,57,Month-to-Month,1
CMP_2259,37,2964.1898070603643,103,2,71,Month-to-Month,1
CMP_2260,11,1332.1173253564907,246,0,37,One Year,0
CMP_2261,36,1354.2043261671718,162,7,87,Month-to-Month,1
CMP_2262,13,2335.8694447245975,102,3,75,One Year,0
CMP_2263,43,980.3122856156201,46,9,74,Month-to-Month,1
CMP_2264,3,6451.341686930808,143,7,85,Month-to-Month,1
CMP_2265,33,3229.603806834569,287,9,55,Month-to-Month,1
CMP_2266,6,3157.5866938061745,412,13,41,Month-to-Month,1
CMP_2267,50,3653.983795258769,231,10,20,Month-to-Month,1
CMP_2268,56,6796.564604992355,427,3,33,One Year,0
CMP_2269,10,8771.02187409316,76,3,40,Month-to-Month,1
CMP_2270,5,7711.325859278565,247,11,34,Month-to-Month,1
CMP_2271,23,7411.527687138402,22,13,62,Two Year,1
CMP_2272,10,5101.716263208068,81,9,19,Month-to-Month,1
CMP_2273,44,7091.152791190411,49,3,43,Month-to-Month,1
CMP_2274,2,5751.24249631904,476,5,69,One Year,0
CMP_2275,13,2554.3800177720245,375,13,63,Two Year,1
CMP_2276,40,2481.589493539982,347,8,10,Month-to-Month,1
CMP_2277,2,3315.7240653151925,144,4,13,Month-to-Month,0
CMP_2278,20,9152.625374213227,181,11,5,One Year,0
CMP_2279,1,5700.4409836073955,226,12,58,Month-to-Month,1
CMP_2280,37,7472.10108151776,419,9,59,One Year,1
CMP_2281,9,3792.308218257202,96,13,76,Two Year,1
CMP_2282,17,4373.29982131964,26,14,59,Two Year,1
CMP_2283,9,1692.872997053888,176,7,77,Month-to-Month,1
CMP_2284,11,2127.3020993058685,96,7,86,Month-to-Month,1
CMP_2285,15,8359.887270848383,196,3,15,Two Year,0
CMP_2286,24,6055.96700104438,81,14,77,Month-to-Month,1
CMP_2287,38,3706.5584258962795,285,10,1,Month-to-Month,1
CMP_2288,55,8127.086485457687,368,9,38,One Year,1
CMP_2289,35,2841.9391035608382,183,8,53,Month-to-Month,1
CMP_2290,30,9772.310636701935,242,8,52,Month-to-Month,1
CMP_2291,31,3775.7672735886126,139,4,1,Two Year,0
CMP_2292,49,3704.454064436662,369,5,11,Month-to-Month,0
CMP_2293,5,3463.1631025986994,394,4,58,Month-to-Month,1
CMP_2294,44,1660.0594012807353,284,2,40,Month-to-Month,1
CMP_2295,50,1555.802899654118,23,10,86,One Year,1
CMP_2296,14,6656.9978280741725,87,7,60,Month-to-Month,1
CMP_2297,53,8813.621423301447,232,8,44,Month-to-Month,1
CMP_2298,56,8009.944847580898,375,14,6,One Year,0
CMP_2299,11,1840.5221432028354,269,3,28,Two Year,0
CMP_2300,9,5683.030157024631,116,8,31,Month-to-Month,1
CMP_2301,34,1503.11968677808,255,8,8,Two Year,0
CMP_2302,12,930.2991143242357,168,6,5,Month-to-Month,1
CMP_2303,35,6735.665664155289,362,7,54,One Year,1
CMP_2304,35,5583.947169963328,172,14,17,Month-to-Month,1
CMP_2305,1,1279.225009508973,225,2,38,Month-to-Month,1
CMP_2306,40,831.9228408568902,412,14,9,One Year,0
CMP_2307,22,9902.685927388678,308,4,74,Month-to-Month,1
CMP_2308,29,785.2026554161828,195,2,84,Month-to-Month,1
CMP_2309,8,4723.018403976516,329,6,78,Month-to-Month,1
CMP_2310,11,5293.880733773108,441,5,14,One Year,0
CMP_2311,41,1614.1614041042278,442,10,26,Month-to-Month,1
CMP_2312,37,2106.0868951773045,174,2,62,Month-to-Month,1
CMP_2313,14,3842.1475608983487,379,8,25,Month-to-Month,0
CMP_2314,30,7735.920824029795,49,11,80,Month-to-Month,1
CMP_2315,35,5317.283028572534,385,0,36,Month-to-Month,1
CMP_2316,21,6560.067808253135,478,9,80,Month-to-Month,1
CMP_2317,37,9859.15827336141,18,2,33,Month-to-Month,1
CMP_2318,5,7796.051635475492,235,14,3,Month-to-Month,0
CMP_2319,19,4626.4342323415685,161,14,87,One Year,1
CMP_2320,59,4741.198257067213,138,14,11,One Year,0
CMP_2321,14,6378.334731889548,395,10,58,Two Year,1
CMP_2322,26,6820.969479979592,41,14,64,Month-to-Month,1
CMP_2323,4,5256.753795448378,57,9,18,Two Year,0
CMP_2324,25,6626.181616742309,22,10,47,Month-to-Month,1
CMP_2325,45,723.5586969339383,475,6,44,Two Year,1
CMP_2326,42,4581.417207020019,496,2,59,Month-to-Month,1
CMP_2327,25,3149.9117226980293,42,13,50,Month-to-Month,1
CMP_2328,18,1727.1572298095487,191,2,69,Month-to-Month,1
CMP_2329,40,1445.6918716833638,389,1,88,Month-to-Month,1
CMP_2330,8,6230.325573339341,200,8,29,Two Year,0
CMP_2331,39,5474.205197949811,247,10,67,One Year,1
CMP_2332,40,2909.0491114655074,304,3,2,Two Year,0
CMP_2333,14,4974.025558338888,307,9,25,One Year,0
CMP_2334,32,5176.206994232879,39,12,19,Month-to-Month,1
CMP_2335,51,2352.5853141668504,219,5,40,Month-to-Month,1
CMP_2336,38,6694.884087875681,223,1,2,Two Year,0
CMP_2337,33,7918.733885667859,320,8,83,One Year,1
CMP_2338,23,8018.903638450431,94,14,65,One Year,1
CMP_2339,15,6223.463391682823,312,6,62,Month-to-Month,1
CMP_2340,33,5360.566533930633,256,9,54,One Year,1
CMP_2341,25,1079.5678585512514,12,4,45,Two Year,0
CMP_2342,17,3234.3973390902556,260,6,49,Month-to-Month,1
CMP_2343,33,1386.078744392614,367,13,69,Month-to-Month,1
CMP_2344,47,9656.320028345499,212,3,38,Month-to-Month,1
CMP_2345,55,1783.2613891447268,429,12,4,One Year,0
CMP_2346,2,1941.8663935854695,135,9,17,Month-to-Month,1
CMP_2347,14,8950.977874139675,228,12,53,Month-to-Month,1
CMP_2348,53,9467.31869302635,201,14,85,Month-to-Month,1
CMP_2349,40,7775.3758727316435,472,6,53,One Year,1
CMP_2350,40,551.3467748903638,146,1,31,Month-to-Month,1
CMP_2351,51,512.7895740873552,256,6,22,Month-to-Month,0
CMP_2352,39,4091.9573129807823,100,14,11,Two Year,0
CMP_2353,51,1862.256015103479,30,3,34,Two Year,0
CMP_2354,6,674.6683504401742,115,3,15,Month-to-Month,0
CMP_2355,6,4908.633549342794,458,0,10,One Year,0
CMP_2356,3,9459.088025366229,127,11,53,One Year,1
CMP_2357,7,3576.2859615730986,190,2,48,Month-to-Month,1
CMP_2358,51,6780.836445072617,488,4,31,Month-to-Month,1
CMP_2359,8,6696.235854758187,172,4,37,Month-to-Month,1
CMP_2360,42,2885.2609848190937,55,1,28,Month-to-Month,0
CMP_2361,52,6679.039863826711,383,3,31,Month-to-Month,1
CMP_2362,15,2517.172755725467,9,0,70,Two Year,0
CMP_2363,47,1659.070428980446,81,14,14,Month-to-Month,1
CMP_2364,29,7163.141212817056,164,8,87,One Year,1
CMP_2365,33,1577.687762487209,212,0,16,Month-to-Month,0
CMP_2366,52,9970.637576598876,261,5,25,One Year,0
CMP_2367,30,2242.7978109271785,209,6,39,Month-to-Month,1
CMP_2368,39,6144.347696186346,259,2,66,One Year,0
CMP_2369,27,4408.058428419599,442,11,38,One Year,1
CMP_2370,36,1700.6710128538375,15,14,41,One Year,1
CMP_2371,29,764.5171219854273,441,0,40,Month-to-Month,1
CMP_2372,38,6415.956681781916,12,6,64,One Year,1
CMP_2373,57,8164.196855996698,413,2,89,Two Year,0
CMP_2374,33,8499.148784314068,428,12,16,One Year,0
CMP_2375,37,5085.777994230877,36,9,82,Month-to-Month,1
CMP_2376,27,7885.8269382326625,476,11,77,One Year,1
CMP_2377,55,6892.047768141175,32,11,59,Month-to-Month,1
CMP_2378,33,7380.418011241765,210,5,11,Two Year,0
CMP_2379,4,5179.690549607234,497,12,1,One Year,0
CMP_2380,22,6517.411532300207,391,11,13,Month-to-Month,1
CMP_2381,2,8152.496178972541,232,13,30,Month-to-Month,0
CMP_2382,10,4279.8996677917185,132,5,69,Month-to-Month,1
CMP_2383,5,8156.799558242045,259,13,18,Two Year,0
CMP_2384,59,6124.160006496098,479,11,78,Month-to-Month,1
CMP_2385,10,2076.0597315224695,216,3,13,Month-to-Month,0
CMP_2386,33,734.4994936335538,243,11,32,Two Year,1
CMP_2387,54,3946.1592037919445,211,10,71,Month-to-Month,1
CMP_2388,38,5693.615118815229,322,5,72,Month-to-Month,1
CMP_2389,13,8478.29334593314,287,10,50,One Year,1
CMP_2390,31,1711.113961332339,249,9,71,Month-to-Month,1
CMP_2391,47,8101.960302994002,49,3,80,Month-to-Month,1
CMP_2392,36,8698.585937638656,109,14,31,Month-to-Month,1
CMP_2393,45,1931.531126507921,352,12,51,One Year,1
CMP_2394,24,8590.14603339008,285,7,27,Two Year,0
CMP_2395,52,9918.808894506525,238,8,60,Month-to-Month,1
CMP_2396,56,7404.968894958257,193,1,33,Month-to-Month,1
CMP_2397,15,7955.3119773373855,48,6,53,Month-to-Month,1
CMP_2398,29,9946.945041809298,498,8,72,Two Year,1
CMP_2399,8,6252.071879996481,229,8,33,Month-to-Month,1
CMP_2400,5,3424.920629154369,434,11,41,Two Year,1
CMP_2401,29,8456.542923722529,146,4,19,Month-to-Month,0
CMP_2402,47,6337.614886360497,140,0,85,Two Year,0
CMP_2403,4,6021.356525349087,180,5,41,One Year,0
CMP_2404,12,2909.5377773833634,146,14,85,One Year,1
CMP_2405,45,7685.175561037423,453,7,89,Month-to-Month,1
CMP_2406,2,1275.8391206709143,84,0,42,One Year,0
CMP_2407,27,9280.727172549281,86,1,23,Month-to-Month,0
CMP_2408,31,3595.322877319605,139,12,75,Month-to-Month,1
CMP_2409,51,1713.8592015049094,211,12,33,Month-to-Month,1
CMP_2410,51,4702.482064472979,348,0,20,Two Year,0
CMP_2411,36,903.4641379370651,181,4,25,One Year,0
CMP_2412,36,7003.9488455171795,387,1,52,One Year,0
CMP_2413,26,9075.702349230884,247,14,12,One Year,0
CMP_2414,43,8453.998567815834,59,9,32,Month-to-Month,1
CMP_2415,27,1710.0099977548703,145,9,33,Two Year,1
CMP_2416,5,1699.5758025234527,461,13,74,One Year,1
CMP_2417,20,8227.62758208051,444,3,68,One Year,0
CMP_2418,11,9280.415608729601,60,0,15,Month-to-Month,0
CMP_2419,10,4876.363383418146,19,6,51,Two Year,1
CMP_2420,40,5240.225610680776,189,7,6,Two Year,0
CMP_2421,38,3523.489393164396,318,4,69,One Year,0
CMP_2422,6,8995.518623435933,423,1,69,Month-to-Month,1
CMP_2423,8,6626.577600277382,92,7,82,One Year,1
CMP_2424,23,3238.3899830900004,101,0,35,One Year,0
CMP_2425,47,3338.4372750153902,148,14,86,Month-to-Month,1
CMP_2426,26,8966.400694104223,12,6,34,Month-to-Month,1
CMP_2427,46,629.5232271053039,481,0,63,Month-to-Month,1
CMP_2428,43,3565.902440903065,219,11,68,One Year,1
CMP_2429,12,5766.388471555506,177,5,18,Month-to-Month,0
CMP_2430,26,1908.065889943584,227,12,26,Month-to-Month,1
CMP_2431,13,1374.938164896103,44,5,86,One Year,0
CMP_2432,40,8245.12514536032,186,14,61,One Year,1
CMP_2433,18,8996.841692160819,274,4,78,Month-to-Month,1
CMP_2434,25,8324.2609975828,191,14,74,Month-to-Month,1
CMP_2435,33,9038.484952504803,249,1,88,Two Year,0
CMP_2436,47,5754.56372505453,482,1,85,One Year,0
CMP_2437,40,8216.452149408247,313,8,48,Month-to-Month,1
CMP_2438,43,4148.4050647154545,235,4,72,Two Year,0
CMP_2439,12,6829.544684050866,387,4,31,Month-to-Month,1
CMP_2440,44,9893.937548197062,159,6,34,Two Year,1
CMP_2441,36,2644.4133764717108,179,5,87,Month-to-Month,1
CMP_2442,48,4204.047589765265,340,1,89,Month-to-Month,1
CMP_2443,4,5060.450084445813,119,10,7,Month-to-Month,1
CMP_2444,5,1811.1471266904914,394,0,83,Month-to-Month,1
CMP_2445,56,1269.8667994180396,315,4,7,One Year,0
CMP_2446,37,8382.367230055432,485,3,47,One Year,0
CMP_2447,8,9779.546541862068,304,11,8,Two Year,0
CMP_2448,42,4344.888106381757,22,2,78,Month-to-Month,1
CMP_2449,49,1332.6734438492063,276,1,1,Month-to-Month,0
CMP_2450,28,1125.2117265604766,16,9,77,Month-to-Month,1
CMP_2451,31,8967.522960422837,408,1,3,Month-to-Month,0
CMP_2452,58,4906.235372412959,305,13,53,One Year,1
CMP_2453,9,3540.2595073427233,196,14,38,Month-to-Month,1
CMP_2454,54,5026.3820767742955,236,3,51,One Year,0
CMP_2455,51,3523.8888995772995,447,1,15,One Year,0
CMP_2456,29,5145.83986542239,97,3,67,Month-to-Month,1
CMP_2457,14,8665.7857707204,482,2,64,One Year,0
